,Explained Variance,Mean Absolute Error,Mean Squared Error,Root Mean Squared Error,Mean Squared Log Error,Median Absolute Error,R-Squared,Mean Absolute Percentage Error,D-Squared Absolute Error Score,D-Squared Pinball Score,Raw Mean Absolute Percentage Error,Error Ensemble
BaggingRegressor~p404,-0.2830120282576801,3.782710717405444,3.883374107712363,3.70537082063826,0.3337491523929315,3.229166805328731,-0.1774715629263507,0.51439108984504,-0.0,-0.0,0.13983210912906602,2.668306288349748
BaggingRegressor~p454,-0.05936923096298152,0.2368289469419067,0.0032032338284614464,0.3520889091790088,-0.13572027713822307,0.4893338078590386,-0.09078182988495336,-0.10057221606025799,-0.0,-0.0,0.07515893037336037,0.1390629357599739
BaggingRegressor~p356,-0.2830120282576801,1.7217924394113693,1.242330848758188,1.8440569700991856,6.057147683611946e-05,2.103774040499444,-0.1774715629263507,0.11789566249863005,-0.0,-0.0,0.09813430471967068,1.1996146007987953
BaggingRegressor~p242,-0.2830120282576801,0.20843973534475624,-0.06354883457241489,0.23013308161716467,-0.13256626778030753,0.250062373727109,-0.1774715629263507,0.06975711509151451,-0.0,-0.0,0.09307177033492833,0.059439047693133566
BaggingRegressor~p42,-0.2830120282576801,-0.6837200899204802,-0.40976268765260115,-0.7460428151283982,-0.3765796969123232,-0.5545899515926562,-0.1774715629263507,-0.5750601337030654,-0.0,-0.0,0.025258974358974284,-0.6234593481462116
BaggingRegressor~p757,-0.2830120282576801,-0.6877361247317832,-0.4155077833419792,-0.7783718865464755,-0.3130502657107156,-0.5926399455082694,-0.1774715629263507,-0.3031420528041279,-0.0,-0.0,0.05385548814120239,-0.5821981450879871
BaggingRegressor~p59,-0.1513121314859617,0.31853448275809193,-0.03284228127216702,0.28742148545531293,-0.13886370033560683,0.3959595896612116,-0.09756186838852368,0.09367886177747466,-0.0,-0.0,0.09558752271350693,0.14322097996563413
BaggingRegressor~p634,-0.2830120282576801,-0.4016282654161148,-0.2634622421909417,-0.21652630943135043,-0.19763257169205123,-0.622286259786078,-0.1774715629263507,-0.19573527307726302,-0.0,-0.0,0.06515102040816328,-0.37399636612500287
BaggingRegressor~p125,-0.1500165957848888,-0.14146306775508005,-0.20348824712311428,-0.06499644423102251,-0.3416961987809413,-0.2592939865420307,-0.1296597927965507,-0.45110978455798045,-0.0,-0.0,0.03829432624113468,-0.27515024501185625
BaggingRegressor~p120,-0.2830120282576801,-0.3592983352785762,-0.308469528514266,-0.3464533524978167,-0.36538340030949085,-0.2763347813631356,-0.1774715629263507,-0.5321756584741952,-0.0,-0.0,0.02976895943562608,-0.41839826760031257
BaggingRegressor~p158,-0.2602267063154966,-0.034922741956342686,-0.20188570608482537,-0.0612083134613331,-0.35805133326908106,-0.08211640751165301,-0.1654432622674263,-0.49820322454811633,-0.0,-0.0,0.03334170153417017,-0.2466471861170314
BaggingRegressor~p914,-0.16742353216302988,-0.35777501172945814,-0.3100099062021964,-0.35122573137164653,-0.337203908920946,-0.4969313718554955,-0.14969615371424436,-0.42349425792308487,-0.0,-0.0,0.04119853836784421,-0.4236723220920056
BaggingRegressor~p788,-0.2830120282576801,-0.8418687711104562,-0.43744579509889286,-0.9290495432995997,-0.3549329075725684,-0.8048328563628272,-0.1774715629263507,-0.4782652228668268,-0.0,-0.0,0.03543849972421399,-0.7141956736963496
BaggingRegressor~p848,-0.2530980177275513,-0.8440845144546238,-0.43247896122650153,-0.8896520988697942,-0.3823711570472864,-0.8790653598300989,-0.1727321654411564,-0.6336928189018389,-0.0,-0.0,0.019092814371257486,-0.747388188353591
BaggingRegressor~p569,2.959163573832625,2.1239036950581545,1.7886827723737797,2.309442179391166,1.7542309931706264,1.7564219488035333,1.5126578257167134,2.1728160287299687,-0.0,-0.0,0.31424188528234787,2.4629452564527794
BaggingRegressor~p383,-0.04493474730609453,3.66079867215655,3.7825236935495954,3.6472541695195386,0.27572115903765565,3.4735738214615455,0.02192019382477075,0.43932597135740786,-0.0,-0.0,0.13193781725888334,2.6824272848386372
BaggingRegressor~p985,-0.2525997101872729,-0.8065553615627816,-0.4240098568318004,-0.830571889175123,-0.3784762216780207,-0.7691172179021599,-0.17113915577749844,-0.6129696123581877,-0.0,-0.0,0.021272189349112423,-0.7047853096391852
BaggingRegressor~p870,-0.2830120282576801,-0.9183580778039151,-0.43488295747567085,-0.9081826731573365,-0.3717391496842433,-0.8603905161905325,-0.1774715629263507,-0.6238624347889531,-0.0,-0.0,0.02012663571127061,-0.7606819533657742
BaggingRegressor~p781,-0.2830120282576801,-0.39022641945758463,-0.31202509070315476,-0.3575068938980627,0.009235229996274016,-0.5732647952322193,-0.1774715629263507,0.27016536513548245,-0.0,-0.0,0.11414788732394368,-0.28525651443803585
BaggingRegressor~p240,-0.11304700361483422,-0.7084625572636858,-0.4186263551610014,-0.7968476745494555,-0.3440911994408982,-0.6288224550599254,-0.14809146108785948,-0.4184038957091672,-0.0,-0.0,0.04173387096774195,-0.6035667935151954
BaggingRegressor~p157,-0.2625634494455351,-0.465284725241264,-0.3253966817211069,-0.4003353352427528,-0.38164580293797146,-0.445342116301191,-0.17125126062790005,-0.6358546897093639,-0.0,-0.0,0.018865459249676732,-0.4976330425300479
BaggingRegressor~p890,1.4980728257052618,-0.5437128073608751,-0.3176437859600375,-0.37525309822728803,0.5069687781910117,-0.9612346718441852,0.2439604763565705,0.6193148325785012,-0.0,-0.0,0.1508665105386418,-0.057705108866623715
BaggingRegressor~p507,-0.2830120282576801,-0.16242030688533343,-0.2505048790963485,-0.18199732340527516,-0.3570777735055301,-0.13393909861144823,-0.1774715629263507,-0.4912233600883835,-0.0,-0.0,0.03407574536663976,-0.3103763388872481
BaggingRegressor~p988,-0.2830120282576801,1.7768628937778705,1.1453319701528177,1.7539519500428404,2.379414369734388,1.6408713537837223,-0.1774715629263507,2.8243169496942557,-0.0,-0.0,0.38275757575757563,1.9325570069702862
BaggingRegressor~p111,0.22911346777680128,4.212372587342045,4.292797929070031,3.9346452429730747,1.1729988856921396,4.223602229135581,0.7160763081456998,1.1565263406076642,-0.0,-0.0,0.2073628503279667,3.4199814010437195
BaggingRegressor~p542,0.27953284403089385,0.14815305185552288,-0.0970006102060708,0.1651200990221981,0.06983257284428122,0.21131207317501038,0.09389536345286117,0.3971494736179946,-0.0,-0.0,0.12750228728270824,0.1875247688454334
BaggingRegressor~p417,0.516624624348646,-0.6775806344043468,-0.409701405638251,-0.7457087403419731,-0.18654640826145125,-0.5615930179574905,-0.033091114321655624,-0.035803008503560246,-0.0,-0.0,0.08197044334975376,-0.4231742327685942
BaggingRegressor~p9,-0.22701431091808655,-0.6542230066512444,-0.4078336213442826,-0.7356270830085403,-0.37470798558508484,-0.6047785938739849,-0.16809646103053727,-0.5613681383926936,-0.0,-0.0,0.026698905573937413,-0.6168489276819475
BaggingRegressor~p388,-0.2830120282576801,-0.1556230525638998,-0.174267083393911,0.002304441519505275,-0.3199584330478486,-0.42830132148009437,-0.1774715629263507,-0.45078880064273724,-0.0,-0.0,0.03832808280828086,-0.30344432459887055
BaggingRegressor~p51,-0.2830120282576801,-0.8268201808979838,-0.4291395337325416,-0.8653214614081711,-0.38972574057779513,-0.7996972743619463,-0.1774715629263507,-0.678455988953527,-0.0,-0.0,0.01438525463456208,-0.736757794264863
BaggingRegressor~p484,-0.1007208252034782,0.29076767962115946,-0.0058321394968029894,0.33612376847323294,-0.29268847578865315,0.17407910366862545,-0.09248135280391857,-0.27771065595764016,-0.0,-0.0,0.0565300042602397,0.029600431793634627
BaggingRegressor~p963,-0.2830120282576801,-0.30035033005977874,-0.3059143248161648,-0.33859085661051697,-0.30906409573928934,-0.12203388579122833,-0.1774715629263507,-0.3540039940482022,-0.0,-0.0,0.04850654555169646,-0.339617511593701
BaggingRegressor~p13,-0.18661911501046635,-0.08256122385595266,-0.21345965678632028,-0.08884041090279123,-0.30331679630569336,-0.2347832542651038,-0.13153538095953501,-0.30141299798171717,-0.0,-0.0,0.054037325773682865,-0.2380643297628398
BaggingRegressor~p898,-0.12500859611625711,-0.1386933885748698,-0.18355253680846575,-0.018688539067183572,-0.281307636986525,-0.3715764839249181,-0.12590995365145874,-0.35616681503360753,-0.0,-0.0,0.0482790905037895,-0.2551095169619558
BaggingRegressor~p280,-0.12539797344245815,-0.6719027920849165,-0.406776228749091,-0.7300032928172406,-0.33954851150878984,-0.4917957898546155,-0.1391755875739835,-0.4218518391748362,-0.0,-0.0,0.041371264838313604,-0.558434426775356
BaggingRegressor~p299,-0.2830120282576801,-0.8874761549445772,-0.426670438506462,-0.8482365324159374,-0.3487670819104495,-0.918749402564176,-0.1774715629263507,-0.5854677825553674,-0.0,-0.0,0.024164444444444398,-0.7434066034547725
BaggingRegressor~p605,1.9892005298000857,-0.23600145043957155,-0.30632734738292533,-0.3398572387258887,1.228770223494945,-0.09658941133231959,1.6444859392420865,2.0579684356971204,-0.0,-0.0,0.3021638330757342,0.7165647946251396
BaggingRegressor~p716,0.17812448784697127,-0.8149105604230811,-0.43524550735499296,-0.9110606262509027,-0.25697968650843195,-0.7261650775311594,-0.10996724948360606,-0.15471631515664083,-0.0,-0.0,0.06946481665014864,-0.577803564461527
BaggingRegressor~p347,-0.24776126865438453,-0.07351360520059953,-0.2579126767271201,-0.20160092982813316,-0.33235176542859357,0.06914982596882037,-0.1398968424605623,-0.34489996195632505,-0.0,-0.0,0.04946397941680958,-0.2273724545742833
BaggingRegressor~p370,0.2702331965975854,0.24176820814661223,-0.060839095733914175,0.2352763664366433,-0.019443317255735643,0.47836233722079313,0.12110279381241376,0.27616905282712517,-0.0,-0.0,0.11477927063339732,0.23837050204370525
BaggingRegressor~p278,-0.1877027515572381,-0.023059282801110043,-0.19465362806068395,-0.04425871676895806,-0.2807776413370744,-0.09122039378594468,-0.12799803107001045,-0.28802622189696236,-0.0,-0.0,0.05544515832950901,-0.18438381212621133
BaggingRegressor~p991,-0.22185677101951842,-0.6542230066512444,-0.38833706909725363,-0.6399707979354045,-0.3654655908892589,-0.6190181621491534,-0.1644292260207809,-0.5542607254374036,-0.0,-0.0,0.027446363160648902,-0.5956381042373373
BaggingRegressor~p508,-0.2830120282576801,-0.7532851986634143,-0.42369281078415616,-0.8285141745581632,-0.3743233117448562,-0.6906828746159859,-0.1774715629263507,-0.567378179439343,-0.0,-0.0,0.026066854108091193,-0.6756395183016586
BaggingRegressor~p104,-0.25244605703633793,-0.13893958227977626,-0.28208095857325177,-0.268226244602281,-0.2878547089072782,0.011491246231664698,-0.14444281388098612,-0.19880353996579128,-0.0,-0.0,0.06482834331337324,-0.2347460878457365
BaggingRegressor~p756,-0.2753000540744982,-0.30422788091207037,-0.3279514771532642,-0.4087608959552344,-0.38064005909249693,-0.18412774089278033,-0.17137139770563645,-0.5835545957271271,-0.0,-0.0,0.024365646487798348,-0.4160209803300936
BaggingRegressor~p224,-0.2830120282576801,0.5991953063526813,0.1255691822605468,0.5545887834160735,3.406467387646316,0.6534389963417163,-0.1774715629263507,3.8033276232254307,-0.0,-0.0,0.4857161290322581,1.4894776225583635
BaggingRegressor~p176,-0.2830120282576801,0.7239231921014593,0.1531183784770461,0.597150514127302,-0.26159100044782185,0.6331301038836867,-0.1774715629263507,-0.1362477553014203,-0.0,-0.0,0.07140707964601764,0.26718912480872997
BaggingRegressor~p524,-0.13594981425473857,-0.388183781062181,-0.32224758169457884,-0.3900609737833456,-0.3696980914019515,-0.35295999917172227,-0.15199801875351263,-0.5554529828809683,-0.0,-0.0,0.027320978315683274,-0.4373515565802172
BaggingRegressor~p457,-0.08831706470862817,0.1053615085212822,-0.07158298020635435,0.21477886200158694,-0.17425886763530157,0.012891859504632137,-0.10484886178272923,-0.16279971399785678,-0.0,-0.0,0.06861471861471866,-0.02724407241392859
BaggingRegressor~p874,-0.1216237652501966,-0.39424245426888765,-0.31408916343086174,-0.3639856489241735,-0.32092303434686775,-0.4705531552146099,-0.15046344809189738,-0.3986644997176626,-0.0,-0.0,0.04380978260869574,-0.418169640978328
BaggingRegressor~p904,-0.1795078464407466,-0.6682560478309748,-0.40896068808712743,-0.741687520657794,-0.3394051670379722,-0.5485206274097967,-0.14081914499076872,-0.4081112224037017,-0.0,-0.0,0.042816309373686384,-0.5725187836775907
BaggingRegressor~p60,-0.2651329492877685,-0.8040626503005929,-0.42927819834440106,-0.8663024703534039,-0.3922993044621639,-0.7539439074450122,-0.17213011285511745,-0.6885750537697823,-0.0,-0.0,0.013321073924236851,-0.7247466109821991
BaggingRegressor~p673,0.5054866595766074,-0.6253721818573927,-0.4047091588309184,-0.7191757202262328,-0.24456029966429682,-0.556924307047598,-0.01806672064447351,-0.11204774560802415,-0.0,-0.0,0.07395209580838333,-0.4286711048925448
