,Explained Variance,Mean Absolute Error,Mean Squared Error,Root Mean Squared Error,Mean Squared Log Error,Median Absolute Error,R-Squared,Mean Absolute Percentage Error,D-Squared Absolute Error Score,D-Squared Pinball Score,Raw Mean Absolute Percentage Error,Error Ensemble
BaggingRegressor~p30,-0.2873994314740163,-0.4276237250910267,-0.2862745927106899,-0.4299804354473674,-0.34001868758235776,-0.41381346212684017,-0.12692759882146754,-0.5211149146673959,-0.0,-0.0,0.02580890336590665,-0.45763026199617285
BaggingRegressor~p479,-0.16244768072337162,1.4141884504912847,0.5650720754402001,1.2656861378774509,0.11856252661313904,1.7420702744690901,0.010874206400375662,0.554207304902935,-0.0,-0.0,0.1457255391898999,0.968479294485865
BaggingRegressor~p322,-0.10481896780609248,0.21481710075797755,-0.05573066750767137,0.24117608527339526,-0.2246613993380135,0.15171636527170462,-0.08961099177476581,-0.14208135291614782,-0.0,-0.0,0.06807756364501537,0.01579079610361069
BaggingRegressor~p961,-0.3662547360404015,-0.24770806213463842,-0.22021763602860714,-0.1911527639902942,-0.2932412185074913,-0.33227723399989895,-0.14193979368367432,-0.38720484186544896,-0.0,-0.0,0.040742143971473084,-0.33816419695950733
BaggingRegressor~p978,0.05888080005957358,-0.5586993810094926,-0.32643376480085806,-0.6211879326328527,-0.31211436118855135,-0.5157905273886646,-0.10789220325581134,-0.4019640703129424,-0.0,-0.0,0.039096240082787156,-0.47780300727973535
BaggingRegressor~p433,0.49000646708812085,1.2023611477393112,0.7166459312307144,1.4565696851311216,0.19458893895937404,0.8539726810613932,0.035408455177944415,0.22696600616888313,-0.0,-0.0,0.1092325932312999,0.8583185874092001
BaggingRegressor~p750,-0.29113759398603356,-0.2700912000988552,-0.26920411303611735,-0.36174879288775924,-0.3215667790987358,-0.14921818143635365,-0.12416451416610837,-0.39091074733110165,-0.0,-0.0,0.04032887276026312,-0.34367035602773155
BaggingRegressor~p195,-0.1410547056787068,-0.7151127491034539,-0.3460633092181303,-0.7426286911758943,-0.320576012863794,-0.7204260191501495,-0.12060141682333564,-0.4712243239905378,-0.0,-0.0,0.03137254901960776,-0.6001591402396296
BaggingRegressor~p270,0.011783939609204173,-0.42538541129460666,-0.2786475224749141,-0.3987798377754061,-0.2321651668947468,-0.4126778600637903,-0.07695284234147973,-0.27313528109459023,-0.0,-0.0,0.05346283152782956,-0.3555227690516948
BaggingRegressor~p339,-0.3662547360404015,-0.44808191319032376,-0.2692211634445984,-0.36181418659283116,-0.20146892871348945,-0.5201058152282532,-0.14193979368367432,-0.1875435486406268,-0.0,-0.0,0.06300775901414873,-0.3958913077852645
BaggingRegressor~p125,-0.3243948641481425,-0.46956972563597604,-0.31052166075046156,-0.5388201161861121,-0.3501238876407317,-0.32841618698553715,-0.13085230995526997,-0.540690568193562,-0.0,-0.0,0.023625886524822583,-0.48213667777912583
BaggingRegressor~p509,-0.23275039360850427,0.9349274153428199,0.420877966506897,1.0692684084901352,-0.21494222052817838,0.8049146719376571,-0.10957122826002215,-0.1966176854137211,-0.0,-0.0,0.06199583911234382,0.45873405046135773
BaggingRegressor~p448,-0.34363083738302536,-0.5009061187858799,-0.307938975183671,-0.5263947099570614,-0.34385840035578036,-0.5069328312968829,-0.13906341223114177,-0.533656662123109,-0.0,-0.0,0.02441028615622582,-0.5170927153316669
BaggingRegressor~p366,-0.3662547360404015,1.018640351329006,0.4076308789580422,1.0503654162560059,-0.07278539627988805,1.2936777998740807,-0.14193979368367432,0.047442152441325935,-0.0,-0.0,0.08921264367816106,0.6014882898919379
BaggingRegressor~p289,2.9832335577149887,0.2059533781241481,-0.05875719530886827,0.23439519363444394,2.2716924959360107,0.34999248548011413,0.6874828950506158,2.728384038223137,-0.0,-0.0,0.38818306010928944,1.3386170470210055
BaggingRegressor~p776,-0.3662547360404015,-0.9293193794210264,-0.37527645962876477,-1.0485429086834248,-0.36151397477768926,-0.7946943940735719,-0.14193979368367432,-0.6230840499459029,-0.0,-0.0,0.014437618147448015,-0.766398323451671
BaggingRegressor~p105,0.18987738891235173,1.5922082616621072,0.85421471895557,1.6186638010660321,0.08186469661800735,1.2393960212603203,0.05767579702570239,0.23171760441929373,-0.0,-0.0,0.10976247689463951,1.0010993388109217
BaggingRegressor~p127,-0.3662547360404015,-0.047289444803022655,-0.15417784604554657,0.0012008839398975986,-0.30863789188240537,-0.0706345186733434,-0.14193979368367432,-0.38484411128358986,-0.0,-0.0,0.0410054054054054,-0.21436935477424818
