,ARDRegression~Root Mean Squared Error,ARDRegression~Mean Squared Error,ARDRegression~Mean Absolute Error,ARDRegression~R-Squared,AdaBoostRegressor~Root Mean Squared Error,AdaBoostRegressor~Mean Squared Error,AdaBoostRegressor~Mean Absolute Error,AdaBoostRegressor~R-Squared,BaggingRegressor~Root Mean Squared Error,BaggingRegressor~Mean Squared Error,BaggingRegressor~Mean Absolute Error,BaggingRegressor~R-Squared,BayesianRidge~Root Mean Squared Error,BayesianRidge~Mean Squared Error,BayesianRidge~Mean Absolute Error,BayesianRidge~R-Squared,DecisionTreeRegressor~Root Mean Squared Error,DecisionTreeRegressor~Mean Squared Error,DecisionTreeRegressor~Mean Absolute Error,DecisionTreeRegressor~R-Squared,ElasticNet~Root Mean Squared Error,ElasticNet~Mean Squared Error,ElasticNet~Mean Absolute Error,ElasticNet~R-Squared,ExtraTreeRegressor~Root Mean Squared Error,ExtraTreeRegressor~Mean Squared Error,ExtraTreeRegressor~Mean Absolute Error,ExtraTreeRegressor~R-Squared,ExtraTreesRegressor~Root Mean Squared Error,ExtraTreesRegressor~Mean Squared Error,ExtraTreesRegressor~Mean Absolute Error,ExtraTreesRegressor~R-Squared,GammaRegressor~Root Mean Squared Error,GammaRegressor~Mean Squared Error,GammaRegressor~Mean Absolute Error,GammaRegressor~R-Squared,GradientBoostingRegressor~Root Mean Squared Error,GradientBoostingRegressor~Mean Squared Error,GradientBoostingRegressor~Mean Absolute Error,GradientBoostingRegressor~R-Squared,HistGradientBoostingRegressor~Root Mean Squared Error,HistGradientBoostingRegressor~Mean Squared Error,HistGradientBoostingRegressor~Mean Absolute Error,HistGradientBoostingRegressor~R-Squared,HuberRegressor~Root Mean Squared Error,HuberRegressor~Mean Squared Error,HuberRegressor~Mean Absolute Error,HuberRegressor~R-Squared,KNeighborsRegressor~Root Mean Squared Error,KNeighborsRegressor~Mean Squared Error,KNeighborsRegressor~Mean Absolute Error,KNeighborsRegressor~R-Squared,Lars~Root Mean Squared Error,Lars~Mean Squared Error,Lars~Mean Absolute Error,Lars~R-Squared,Lasso~Root Mean Squared Error,Lasso~Mean Squared Error,Lasso~Mean Absolute Error,Lasso~R-Squared,LassoLars~Root Mean Squared Error,LassoLars~Mean Squared Error,LassoLars~Mean Absolute Error,LassoLars~R-Squared,LassoLarsIC~Root Mean Squared Error,LassoLarsIC~Mean Squared Error,LassoLarsIC~Mean Absolute Error,LassoLarsIC~R-Squared,LinearRegression~Root Mean Squared Error,LinearRegression~Mean Squared Error,LinearRegression~Mean Absolute Error,LinearRegression~R-Squared,LinearSVR~Root Mean Squared Error,LinearSVR~Mean Squared Error,LinearSVR~Mean Absolute Error,LinearSVR~R-Squared,NuSVR~Root Mean Squared Error,NuSVR~Mean Squared Error,NuSVR~Mean Absolute Error,NuSVR~R-Squared,OrthogonalMatchingPursuit~Root Mean Squared Error,OrthogonalMatchingPursuit~Mean Squared Error,OrthogonalMatchingPursuit~Mean Absolute Error,OrthogonalMatchingPursuit~R-Squared,PassiveAggressiveRegressor~Root Mean Squared Error,PassiveAggressiveRegressor~Mean Squared Error,PassiveAggressiveRegressor~Mean Absolute Error,PassiveAggressiveRegressor~R-Squared,PoissonRegressor~Root Mean Squared Error,PoissonRegressor~Mean Squared Error,PoissonRegressor~Mean Absolute Error,PoissonRegressor~R-Squared,RandomForestRegressor~Root Mean Squared Error,RandomForestRegressor~Mean Squared Error,RandomForestRegressor~Mean Absolute Error,RandomForestRegressor~R-Squared,Ridge~Root Mean Squared Error,Ridge~Mean Squared Error,Ridge~Mean Absolute Error,Ridge~R-Squared,SGDRegressor~Root Mean Squared Error,SGDRegressor~Mean Squared Error,SGDRegressor~Mean Absolute Error,SGDRegressor~R-Squared,SVR~Root Mean Squared Error,SVR~Mean Squared Error,SVR~Mean Absolute Error,SVR~R-Squared
0,14.385956462071436,206.9557433286149,11.255669988650487,0.2212548993768434,12.908606867998552,166.63213127253937,10.286844680395106,0.3729869306944583,13.397490018901978,179.4927388065781,10.174488228792594,0.32459428912245136,14.377426246830918,206.71038548306257,11.23789302285396,0.22217814613989617,15.446044695425648,238.58029673308678,11.494998759881103,0.10225619159987143,14.811431801925847,219.37851202310037,11.658297130328641,0.1745097832403748,14.853875409509307,220.63761468122527,11.140615526358145,0.1697719585710712,13.407438789577753,179.7594148962742,10.202528028689118,0.32359082483117807,14.956347866874857,223.69234151497207,11.754712768944387,0.15827745488027423,12.578180372590799,158.2106214854284,9.564895761232219,0.40467587723482645,12.881933463965732,165.94420977004015,9.72612712072347,0.37557548171057553,14.46705792131444,209.2957648986669,11.196489433766745,0.2124497301956383,13.629006171036892,185.74980921016166,10.481565819861432,0.3010498209058443,14.37779927492806,206.72111199012184,11.236999850581434,0.22213778381563853,14.697494580435679,216.01634694193618,11.547413644035315,0.18716113343888297,14.697517628171948,216.01702443042515,11.547428864158608,0.18715858414581654,14.37779927492806,206.72111199012184,11.236999850581434,0.22213778381563853,14.377799274928059,206.72111199012178,11.236999850581434,0.22213778381563876,14.52722098031166,211.04014941080723,11.21876968261809,0.2058858587582788,13.482089413188342,181.7667349452052,10.41641110599748,0.31603756427244345,15.52590414798492,241.0536996124153,12.398711701444252,0.09294912747512352,16.68959607779791,278.5426172400474,12.851112952057807,-0.04811635087609756,14.622116416503848,213.80628849779134,11.450698124292531,0.19547726981561453,13.04636394314506,170.20761213699552,9.838433204759673,0.35953290346726563,14.377779370103001,206.72053961535943,11.237030304234422,0.22213993758066475,14.397215997081917,207.27982846663147,11.243878507503343,0.22003541298155904,13.579164493770934,184.39370834888925,10.340101801463467,0.3061526360521236
1,15.082085608123682,227.46930629077153,11.895364465688132,0.18635007602328457,12.78161090757949,163.369577392755,10.4804683177758,0.415632612622444,13.330177740367509,177.6936385897894,10.463726906173784,0.3643959359294281,15.10774582839216,228.24398401530073,11.922547436390772,0.1835790803142464,15.726489095046388,247.32245925661297,11.9523393564352,0.11533602729397552,15.412405864259812,237.54225452467023,12.353467430836865,0.15031948491462577,15.651459567405146,244.96818659011808,12.0744060685914,0.12375718005234093,13.344075418031967,178.06434876212498,10.45007664792867,0.3630699183297056,15.592741405045166,243.13358452460986,12.51355182998354,0.13031948885553468,12.401395020232702,153.79459844785245,9.747962209099477,0.4498819846262424,12.62071759703681,159.2825126641546,9.771808568375782,0.43025190328605,15.186298444399236,230.62366044236268,11.882335975729246,0.1750670591737189,14.64955878202764,214.60957250808315,11.23698845265589,0.23234890366849692,15.106711995180264,228.21274730532326,11.917188304929741,0.18369081295682965,15.215716285782174,231.51802208941686,12.132730475681964,0.1718679581697219,15.215728503995306,231.51839390729526,12.132745832490718,0.1718666281898954,15.106711995180264,228.21274730532326,11.917188304929741,0.18369081295682965,15.106711995180264,228.2127473053233,11.917188304929741,0.18369081295682943,15.214615672602587,231.48453006500426,11.888827520719957,0.17198775799485655,14.139369129552522,199.92175938174282,11.020195615091154,0.2848867085640484,15.834842512151637,250.74223738464474,12.743533265484487,0.10310359796422042,17.963995164811823,322.70512228138256,13.716296112152184,-0.1543051785435372,15.39492270160853,237.00364498850172,12.196107826108094,0.15224607279280056,13.02034723170723,169.52944203422615,10.192020961196562,0.39359898760741396,15.10674725348621,228.21381258071315,11.917387060313551,0.18368700250321657,15.135985877113812,229.0980684721888,11.93980454722331,0.18052404944107725,14.098356093557747,198.76364454075684,10.849001653562231,0.28902924571637967
2,14.646732589556814,214.52677554998567,11.205869867718079,0.17764767079888766,12.460207243140871,155.25676454202022,9.896387814779295,0.40484929390266255,12.84341785398062,164.95338217194816,9.943297621357168,0.3676789403516867,14.641075868219518,214.3611025789599,11.218962377500175,0.17828275028143437,15.091059351049061,227.74007233688533,11.354908115171972,0.12699671890127384,14.762087910040687,217.91923946376943,11.500968701542895,0.1646432307047384,14.695813824317248,215.96694395899394,10.978096290096868,0.17212702731485863,13.07708890275466,171.01025417054908,9.943068396907549,0.34446093978764114,14.913046109511601,222.3989442644191,11.640733504120826,0.14747103545077445,11.982617254393624,143.5831162652918,9.11906821188937,0.4495982620723975,12.186252409185194,148.50474778037196,9.380023101297342,0.43073201505255765,14.803108863655991,219.13203202925055,11.236815797912412,0.15999419429189776,13.29930167365672,176.8714250069284,10.015736720554273,0.32199312672894387,14.64730003315652,214.543398261307,11.219270665689717,0.17758395042954123,14.649522671118289,214.60851449160873,11.327282757892968,0.1773343383076038,14.649529557710967,214.60871626224724,11.327293362276828,0.1773335648537816,14.64730003315652,214.543398261307,11.219270665689717,0.17758395042954123,14.647300033156522,214.54339826130706,11.219270665689717,0.17758395042954112,14.886048310856108,221.59443431314196,11.274723321952637,0.1505549890999266,13.406453247853984,179.73298868689463,10.03237669746617,0.3110238034295816,15.513249941208569,240.66092373840766,12.141840944064835,0.07746680722445598,17.963681233660157,322.6938434645541,13.78194297914044,-0.23699259969580466,14.95419528544919,223.62795663535076,11.516078552956557,0.14275982314050906,12.366541478437139,152.9313481379062,9.451098429324388,0.41376338675369717,14.647064540241262,214.536499645993,11.219260534767924,0.1776103951115965,14.647569570214864,214.55129431428446,11.2040471545312,0.17755368223788626,13.527675827251185,182.99801328719602,10.006836421009426,0.2985078805193845
3,14.29462075600414,204.33618255798433,11.3785685394257,0.26131166819168183,12.603157569686976,158.83958072635812,10.077732397977643,0.42578478543030096,13.215089505786551,174.63859064594985,10.171122939271804,0.3686703569642874,14.311389207331622,204.81586104372806,11.395166187496729,0.25957759987346885,15.694445964126897,246.31563412089906,11.86928620186588,0.10955327348624111,14.967219956222305,224.01767321793923,12.158467262173065,0.19016182423794392,15.671497617103826,245.5958375628909,11.650563761104173,0.11215538394959745,13.710301992309962,187.9723807203385,10.268098763570277,0.3204678554619532,15.103388570621632,228.11234631518414,12.249987748255391,0.175359319847191,11.911005229850257,141.8720455855202,9.310104193077974,0.4871235070956521,12.158057804472577,147.81836957689652,9.44574232081784,0.46562716663066805,14.235634936020691,202.65330203165286,11.225837062442505,0.2673953886227206,13.467867174021656,181.38344621709004,10.550896073903003,0.34428727391085034,14.303636267522931,204.59401047359734,11.383257109092737,0.26037960383336023,14.729301816921279,216.95233201396047,11.908839054867515,0.21570348329356726,14.729328416733242,216.95311560798538,11.908864978488522,0.21570065055119225,14.303636267522931,204.59401047359734,11.383257109092737,0.26037960383336023,14.303636267522931,204.59401047359734,11.383257109092737,0.26037960383336023,14.221469728701662,202.2502012443777,11.176949002686495,0.2688526236771066,13.33179537179954,177.73676783553566,10.517930078196695,0.35747024883281486,15.371725124976452,236.28993331783232,12.466701806826897,0.14579682129415383,16.83231621267062,283.32686908333415,13.254868006064209,-0.02424470135264345,14.564275859379773,212.11813130811242,11.657449130093996,0.233179427153956,12.818637055036724,164.3174559487606,9.910375774590305,0.4059819171412139,14.303902659839698,204.6016313021692,11.383655650602115,0.26035205405204254,14.36369419527724,206.31571093544107,11.452224096681768,0.25415554685964203,13.231133094754185,175.06288297109947,10.330968755104307,0.36713651314896156
4,14.967335618356591,224.0211355125259,11.939528711046785,0.20832167154511916,12.673959622439474,160.62925251122613,10.215898054908921,0.4323450872699729,13.630397483164222,185.78773554904953,10.497912334958809,0.34343639679183335,14.960412209572034,223.813933480312,11.928046407452946,0.20905391209081703,15.186690897543974,230.635580417545,11.522039657886769,0.18494658832325228,15.383524032827532,236.65281166858227,12.299373992072637,0.16368202519241626,15.26567991388345,233.0409832331446,11.659543055399656,0.17644602753483463,13.701238711787909,187.7239422373956,10.562949111020913,0.33659394922068775,15.52026880816839,240.87874387780465,12.419643719789272,0.14874781400780346,12.209379528996537,149.0689484830797,9.482996531275832,0.4731985636551127,12.49954333301001,156.23858353379498,9.694034681193447,0.4478614691010837,15.037594856837222,226.1292590783773,11.89266782866452,0.2008716792175146,13.912659988435374,193.5621079538106,10.996267898383373,0.31596219380600465,14.958789909996515,223.76539557141353,11.926482708326187,0.2092254423819011,15.200577270008996,231.05754934151412,12.123169717509684,0.18345537343576634,15.200578314634566,231.05758109933862,12.123170112323544,0.18345526120536726,14.958789909996515,223.76539557141353,11.926482708326187,0.2092254423819011,14.958789909996515,223.76539557141356,11.92648270832619,0.209225442381901,15.060294093623243,226.81245818642313,11.892415343813203,0.1984572912776349,14.005040042979708,196.14114660546508,10.976047253680408,0.30684801355648883,15.775146843346281,248.85525792913813,12.636250872521272,0.12055925359983477,17.47257747165169,305.29096350287017,13.700035076496292,-0.07888141502978119,15.175944599959974,230.3092945010543,12.132180716392911,0.18609966474336204,13.205976236059374,174.39780834736493,10.244034559160657,0.38368777087590167,14.958843287610305,223.76699250328386,11.926534340159622,0.20921979891281106,14.982086373437983,224.46291210115612,11.93375657648355,0.20676045746396954,14.010741906879211,196.30088878118133,10.902624860763844,0.3062834935241917
5,14.715558686937008,216.54766746868725,11.579647331985736,0.19803276094465838,13.004587193733888,169.11928807942746,10.348043818208112,0.37368003027936025,13.360876303704673,178.51301560289707,10.066074480981786,0.33889109990436805,14.712375454124638,216.45399150312915,11.577208737421897,0.1983796825085924,14.974538361347012,224.23679913545323,11.017560470537488,0.16955666713302242,15.09516986856671,227.8641533608843,11.927332462096846,0.15612304631757157,15.398118883292218,237.10206514400036,11.260211710508786,0.1219111672706007,13.557105703082971,183.79511504456482,10.082712980961414,0.31932926044810805,15.229688930834838,231.94342492999317,12.038095284832488,0.14101578519637636,12.57092440145976,158.0281403072164,9.398722773697973,0.4147552229185101,12.905840464673666,166.56071809960818,9.503164153183219,0.3831554927797459,14.73402577742107,217.0915156097086,11.44982889982628,0.19601866216807684,14.143866099832817,200.04894825,10.795069444444444,0.25913446873226675,14.711232006833034,216.4203471588687,11.576590060016578,0.1985042816889565,14.925190488949374,222.76131113142486,11.736091358008311,0.17502102080019366,14.925191826459614,222.76135105661686,11.736092422849387,0.17502087294038815,14.711232006833034,216.4203471588687,11.576590060016578,0.1985042816889565,14.711232006833034,216.4203471588687,11.57659006001658,0.1985042816889565,14.741955366607257,217.3252480310405,11.419667855380112,0.19515305254593507,13.810395350714076,190.72701974302495,10.796425587322164,0.2936574971019493,15.669234560300426,245.52491170571327,12.443673114889307,0.09071781810621671,15.361342319113687,235.97083784499307,11.752007282068037,0.12610057851817313,14.865447767968913,220.98153734221194,11.680409006096287,0.18161227291831938,13.233285853555794,175.1198544819199,9.84056414837884,0.35145740499400147,14.711268959330503,216.42143439376122,11.576608194222164,0.19850025520012315,14.739288031854663,217.24661168597413,11.615901347908398,0.1954442760593511,13.748801517411888,189.02954316518742,10.561303992868018,0.29994396797648004
6,14.153581045269535,200.32385640501303,11.172907881851184,0.20559839293586812,12.234351048172375,149.67934556991648,9.937940262660854,0.4064335880962321,13.184057591926424,173.81937458723274,10.12631237051562,0.31070421172500673,14.148670463744777,200.18487589164383,11.175311491741086,0.20614953220181687,15.530162156932619,241.185936620622,11.765104397040263,0.04355627387025829,14.527438974321475,211.0464831526346,11.626267338568676,0.16307688764376915,15.263430851897503,232.97232137065652,11.374886519688706,0.0761280767072956,13.644340334987204,186.16802317695874,10.395785801355812,0.2617345759522447,14.651757737703186,214.67400480434515,11.744139574744214,0.14869163627384463,11.385493138916408,129.6294540163126,8.755005945345633,0.4859431700176289,11.945482396729087,142.6945496905645,9.069160520088783,0.434132401263815,14.132379352210332,199.72414615478095,11.06903946197167,0.20797659588736284,13.766391482654548,189.5135344537037,10.691476851851851,0.2484676611554164,14.148260054390704,200.17326256666766,11.17216218686418,0.20619558584809738,14.462065813657091,209.15134759854914,11.477345409456095,0.1705922118631975,14.462069539024414,209.15145535157785,11.477347585735329,0.1705917845592273,14.148260054390704,200.17326256666766,11.17216218686418,0.20619558584809738,14.148260054390706,200.17326256666772,11.172162186864178,0.20619558584809716,14.15191872435705,200.27680358080767,11.043439179336016,0.20578498498654263,12.725914355268804,161.9488961776366,10.028244512547982,0.35777762222354415,15.088371992058068,227.65896937072236,12.018097837841779,0.09719863437023935,17.156538375427417,294.34680902751364,13.909812080601572,-0.16725777110091866,14.500795282424255,210.27306382277754,11.480051276327565,0.16614394899931084,13.02630099737145,169.68451767412046,10.018345613689599,0.32710134502557364,14.148270113029936,200.1735471912561,11.172275322506712,0.20619445714463436,14.121717756411103,199.42291239173662,11.159636463221592,0.20917116447124917,12.661946364172124,160.32488572917168,9.93054689735952,0.3642177763484784
7,14.097552068905541,198.7409743355029,10.854008730050976,0.22381198989889683,12.632342352475025,159.57607331013426,10.232416171721875,0.3767715227497782,13.1799701853367,173.71161408636434,10.13388740799693,0.3215648030308591,14.09041403195071,198.53976759179344,10.83597300084743,0.22459780803499563,15.625432949738466,244.1541548667725,11.634703348903567,0.046449640002077186,14.527010862930887,211.034044611712,11.496359140585742,0.17580108632137903,15.439800469061113,238.3874385244198,11.607687869968252,0.06897169967071937,13.30437874798727,177.00649386989534,10.079670370665633,0.3086965649070792,14.640261657110623,214.33726138866345,11.586908632856728,0.16290028785439425,11.836476746011584,140.10218175887297,9.203788422923962,0.45282730934656346,12.108104268139487,146.60618896813767,9.416865370938387,0.42742574114794885,14.065948900877464,197.85091848209595,10.700817309557772,0.22728812603058612,14.042759017517678,197.19908082407406,10.892800925925927,0.22983389484539962,14.090957603764409,198.555086191086,10.833061044027609,0.2245379808496747,14.252181264133954,203.12467078573093,11.219362119320236,0.20669135015177686,14.252188577665738,203.1248792533457,11.219375590627124,0.2066905359761212,14.090957603764409,198.555086191086,10.833061044027609,0.2245379808496747,14.090957603764409,198.55508619108602,10.833061044027609,0.22453798084967458,14.082573590670886,198.3188789366611,10.703400221745817,0.2254604943846743,13.146523808890889,172.83108825773502,9.97956072559393,0.32500371940455386,14.806862208250179,219.24316845410735,11.899116142134918,0.1437401410572896,15.213941489901957,231.46401565816018,11.54425619439654,0.09601130655409229,14.26024394969407,203.35455750478633,11.032888315937978,0.20579352163096531,12.76974379490847,163.06635658760337,9.828254320266463,0.3631401312318191,14.09092693214553,198.55422180706424,10.833158537961976,0.2245413567238046,14.120044158101845,199.37564702674604,10.854442141542082,0.22133325930532588,13.084560720754723,171.20572925511738,9.842878242042275,0.3313516009833769
8,15.051117441372035,226.53613623397348,11.959538995358765,0.19750211722035171,12.574967307002103,158.1298027721717,10.083233806870346,0.43982962701382833,13.232823407721831,175.1076153399508,10.054566174636522,0.3796862041305119,15.031486501016184,225.94558643023177,11.934651626192615,0.19959412326873416,15.37856150628702,236.50015400265292,11.607600159266417,0.16220486488668695,15.375807004960704,236.41544105379865,12.281013993720883,0.16250495812227284,15.722657717729493,247.20196570887882,11.861434793639248,0.12429399830740262,13.231497694279991,175.0725312337367,10.114959111210599,0.37981048858871835,15.516298425208465,240.75551682012667,12.37538154848064,0.14713036194754037,12.172721829402905,148.17515673602202,9.39087565215305,0.47509368024893817,12.26694559337059,150.47795419071414,9.442185629333563,0.4669360851182781,15.131439418130478,228.9604588645528,11.960575969897384,0.18891402257656698,13.528455025598069,183.01909537962962,10.522337962962963,0.3516600088971903,15.033984766533095,226.02069796034917,11.934633827554082,0.1993280427886236,15.26602994544506,233.0516702952253,12.217465909454349,0.17442102130224657,15.266043851753688,233.0520948836666,12.217479770781237,0.17441951720965077,15.033984766533095,226.02069796034917,11.934633827554082,0.1993280427886236,15.033984766533095,226.02069796034914,11.934633827554082,0.1993280427886237,15.218823467239506,231.61258772699992,12.008709119043957,0.17951893077198877,13.806525634047388,190.6201500836076,10.784003954831249,0.324733486673228,16.05478879095168,257.75624312206764,12.88983536052218,0.08690576780626413,16.810536959128065,282.5941528542106,13.188925984352728,-0.0010818279216420201,15.298445963099507,234.0424488858756,12.174443899862322,0.1709112160476931,12.856901854053675,165.29992528476882,9.87957432161204,0.41442966994169494,15.033886343506385,226.01773858946777,11.934633778736153,0.19933852627662763,15.081002672252534,227.43664160048806,11.980391958930939,0.1943121023199772,13.856425556800403,192.00052921115136,10.698775170333537,0.31984353248886344
9,14.70470371535978,216.22831135651572,11.524557570258303,0.17623040833477732,12.858427972087451,165.33916991336102,10.166183817331731,0.3701038516587756,13.474700724960746,181.56755962725765,10.453097713422393,0.3082782105846107,14.708865179776899,216.3507148768533,11.517202040449012,0.1757640850428167,15.417612116351993,237.70276337028378,11.684971900637036,0.09441873226129138,14.89125899124396,221.74959434430409,11.773291173728571,0.1551958592334831,15.025449587741157,225.76413531375093,11.580220660754158,0.1399015772110338,13.372561048325572,178.8253889911943,10.40935429999854,0.31872511631575606,15.07181143221666,227.15949984829678,11.896150417829134,0.13458562729848167,12.400868790241823,153.7815467527937,9.646984333877121,0.414135174161698,12.512478817439817,156.5621261568801,9.697181668954109,0.40354194173099966,14.809745368695072,219.32855788558513,11.459104932420402,0.16441933326652602,14.205083816418735,201.78440623148148,11.09725462962963,0.23125766055838914,14.712883826358448,216.46895048791998,11.519173137058432,0.17531364032335472,14.749379795734077,217.54420435880863,11.649227299008967,0.17121722280706597,14.749382616242459,217.54428756031524,11.649230954413849,0.17121690583251858,14.712883826358448,216.46895048791998,11.519173137058432,0.17531364032335472,14.712883826358444,216.46895048791993,11.519173137058432,0.17531364032335506,14.847093078301517,220.43617287574884,11.466913716191435,0.1601996289066051,13.77681278711854,189.80057057131293,10.709895624261545,0.2769127338761631,15.437231342722363,238.3081115287297,12.21223380740481,0.09211252452110286,16.19916433656378,262.4129252029999,12.390674337074026,0.0002799037461107545,14.929162773897323,222.8799011295216,11.728852775263848,0.1508897054598458,13.271284311805896,176.1269872847853,10.304152974677553,0.32900527462570217,14.712726856921318,216.46433156637383,11.519096446282665,0.17533123712690069,14.706929341704544,216.29377066189005,11.509705572157939,0.17598102662837356,13.750200386078207,189.06801065730528,10.549334338702684,0.2797035829441994
